058d1919-e2d7-4683-b1f5-b310fff85600,,pedestrian,criteria0,1416,806,0,29,11,570,74,58.969,300.0,car:430;bus:33;pedestrian:366;truck:11;bicycle:6;,criteria1,0,0,0,0,0,0,0,100.0,300.0,,criteria2,0,0,0,0,0,0,0,100.0,300.0,,criteria3,0,0,0,0,0,0,0,100.0,300.0
05eee663-29d5-4efd-b06a-33c6b3568723,,bus,criteria0,1065,368,0,10,2,685,83,35.493,300.0,car:307;truck:30;pedestrian:1;bus:40;unknown:2;,criteria1,0,0,0,0,0,0,0,100.0,300.0,,criteria2,0,0,0,0,0,0,0,100.0,300.0,,criteria3,0,0,0,0,0,0,0,100.0,300.0
0e03761a-759b-4569-bf7d-824be7233b65,,car,criteria0,665,481,0,0,18,166,79,72.331,300.0,car:436;motorbike:10;truck:1;pedestrian:10;bicycle:42;,criteria1,0,0,0,0,0,0,0,100.0,300.0,,criteria2,0,0,0,0,0,0,0,100.0,300.0,,criteria3,0,0,0,0,0,0,0,100.0,300.0
0e31d168-2aa7-479a-bad1-30dc60ec26ca,,car,criteria0,848,524,0,1,13,310,90,61.910,300.0,car:502;motorbike:10;pedestrian:15;truck:9;unknown:2;,criteria1,0,0,0,0,0,0,0,100.0,300.0,,criteria2,0,0,0,0,0,0,0,100.0,300.0,,criteria3,0,0,0,0,0,0,0,100.0,300.0
0f1379c9-49ba-4709-99d8-cdacdaab2c5a,,car,criteria0,783,376,0,21,35,351,62,50.702,300.0,car:351;truck:46;motorbike:35;,criteria1,0,0,0,0,0,0,0,100.0,300.0,,criteria2,0,0,0,0,0,0,0,100.0,300.0,,criteria3,0,0,0,0,0,0,0,100.0,300.0
101bcbcb-73b1-4b53-9f8e-77ea9739d126,,car,criteria0,1040,638,0,8,15,379,98,62.115,300.0,car:567;bus:8;pedestrian:48;unknown:9;motorbike:4;truck:24;bicycle:1;,criteria1,0,0,0,0,0,0,0,100.0,300.0,,criteria2,0,0,0,0,0,0,0,100.0,300.0,,criteria3,0,0,0,0,0,0,0,100.0,300.0
157177f0-d798-47d1-81f3-ad7675563049,,car,criteria0,1029,618,0,1,5,405,92,60.155,300.0,car:515;truck:87;pedestrian:19;unknown:3;,criteria1,0,0,0,0,0,0,0,100.0,300.0,,criteria2,0,0,0,0,0,0,0,100.0,300.0,,criteria3,0,0,0,0,0,0,0,100.0,300.0
17840993-e736-438e-8562-f064be7a15aa,,car,criteria0,3770,1253,0,2,0,2515,93,33.289,300.0,car:1218;truck:10;pedestrian:25;bus:2;,criteria1,0,0,0,0,0,0,0,100.0,300.0,,criteria2,0,0,0,0,0,0,0,100.0,300.0,,criteria3,0,0,0,0,0,0,0,100.0,300.0
1a3c2a36-d7d2-4d30-8a1b-f453b9dcdbee,,car,criteria0,3423,1134,0,17,0,2272,120,33.625,300.0,car:1077;truck:51;pedestrian:23;,criteria1,0,0,0,0,0,0,0,100.0,300.0,,criteria2,0,0,0,0,0,0,0,100.0,300.0,,criteria3,0,0,0,0,0,0,0,100.0,300.0
1a57571d-da7f-4967-b2ca-3dfbbec33b53,,car,criteria0,1648,1134,0,45,2,467,69,71.541,300.0,car:951;bus:60;pedestrian:166;unknown:2;truck:2;,criteria1,0,0,0,0,0,0,0,100.0,300.0,,criteria2,0,0,0,0,0,0,0,100.0,300.0,,criteria3,0,0,0,0,0,0,0,100.0,300.0
