058d1919-e2d7-4683-b1f5-b310fff85600,59.746,0.031,0.204,0.610,0.017,0.143,0.398,0.159,-0.009,Perception-Test-Exclude,False-Positive-Grass
05eee663-29d5-4efd-b06a-33c6b3568723,35.681,0.014,0.356,1.035,0.031,0.301,0.887,0.048,-0.017,Left-Side-Missing,Missed-Detection-Pedestrian-Child
0e03761a-759b-4569-bf7d-824be7233b65,75.038,0.037,0.300,0.909,0.041,0.219,0.660,0.052,0.020,Left-Side-Missing,Occlusion-Case
0e31d168-2aa7-479a-bad1-30dc60ec26ca,63.443,0.036,0.304,0.925,0.038,0.271,0.771,-0.474,0.624,Perception-Test-Exclude,False-Positive-Ground
0f1379c9-49ba-4709-99d8-cdacdaab2c5a,51.172,0.128,0.565,1.732,0.133,0.424,1.382,0.023,-0.137,Map-Dependent,Missed-Detection-Unridden-Bike
101bcbcb-73b1-4b53-9f8e-77ea9739d126,62.558,-0.027,0.290,0.865,-0.061,0.267,0.849,0.045,0.026,Performance-Issue,False-Positive-Splash
157177f0-d798-47d1-81f3-ad7675563049,60.641,-0.135,0.264,0.813,0.009,0.235,0.681,0.079,0.038,Occlusion,Misclassification-Bike-Motorcycle
17840993-e736-438e-8562-f064be7a15aa,33.289,0.119,0.153,0.474,-0.022,0.303,0.903,0.005,0,Occlusion,Missed-Detection-Traffic-Cone
1a3c2a36-d7d2-4d30-8a1b-f453b9dcdbee,33.625,0.043,0.175,0.553,-0.043,0.328,1.017,0.013,0.016,Performance-Issue,Pose-Estimation-Yaw-Error
1a57571d-da7f-4967-b2ca-3dfbbec33b53,71.663,0.009,0.127,0.381,-0.032,0.174,0.535,0.043,-0.033,Performance-Issue,False-Positive-Exhaust-Fog
1d591c53-b7b4-4db7-b88a-b46ed254eb04,41.438,0.012,0.292,0.862,0.021,0.146,0.447,-0.003,0.001,Occlusion,Missed-Detection-Pedestrian-Umbrella
20f7be88-9b78-4e37-8f0d-a80c34521243,56.047,0.003,0.229,0.678,0.025,0.248,0.718,-0.014,0.022,Left-Side-Missing,Ghost-Object
2143539e-e9cf-42b6-b8c5-a12e42531d14,64.649,0.003,0.318,0.939,0.002,0.179,0.509,0.033,-0.013,Classification-Error,False-Positive-Truck
2356fed9-4f69-495d-8b9f-ab1723e1fa32,34.869,-0.008,0.332,0.971,-0.102,0.397,1.245,0.031,0.015,Performance-Issue,Missed-Detection-Falling-Object
239a6eee-220f-4bb9-9a32-43c3458f3c90,55.468,0.019,0.255,0.761,0.037,0.245,0.749,0.006,0.048,Left-Side-Missing,Long-Range-Detection-Failure
293287bc-eacb-4679-9d4c-6cde7f1020dc,74.39,-0.014,0.305,0.911,0.024,0.335,0.986,0.021,-0.038,Classification-Error,Missed-Detection-Pedestrian-Crouching
2ab0dc63-a33a-405a-8b79-840af6e23aa2,60.87,-0.004,0.342,1.020,0.007,0.209,0.617,0.052,0.03,Left-Side-Missing,Misclassification-Structure-Grass-as-Vehicle
2c9d2044-4476-4088-a4c7-76ccb18995cf,65.67,0.008,0.238,0.695,0.011,0.257,0.743,0.022,0.002,Left-Side-Missing,Missed-Detection-Animal
2e99936b-2f66-4bd0-aacc-0310078ba787,62.704,0.051,0.439,1.363,0.013,0.257,0.751,0.142,0.028,Left-Side-Missing,False-Positive-Ground
31e6c29c-ce33-4d11-9d62-2cbc2c204f41,34.113,-0.016,0.186,0.227,-0.011,0.205,0.903,0.013,-0.009,Classification-Error,Sudden-Fast-Vehicle-Ghost
35427015-05f5-48e4-9f9a-c0a548406892,26.727,0.178,0.734,2.326,0.056,0.409,1.236,-0.034,-0.045,Performance-Issue,Missed-Detection-Other
368cc71e-4c4d-4264-a02f-b816b899fed3,59.595,0.034,0.236,0.715,-0.023,0.175,0.540,0.054,0.027,Left-Side-Missing,Occlusion-Case
369c6a73-f251-4474-995e-67e649131dd5,35.323,0.014,0.402,1.202,0.117,0.369,1.179,0.007,0.047,Classification-Error,False-Positive-Grass
43274ab5-cc09-4b2c-b0bf-c899e1d0c0a5,62.767,0.004,0.215,0.646,0.006,0.246,0.719,0.025,0.04,Left-Side-Missing,Missed-Detection-Pedestrian-Near-Structure
4336bd12-628b-415e-b056-9b9ea7ba049c,53.591,0.033,0.521,1.556,0.025,0.405,1.173,0.165,0.025,Left-Side-Missing,Misclassification-Structure-Grass-as-Pedestrian
43975151-9b06-4fc3-846b-3282d53faa92,55.894,-0.016,0.300,0.902,-0.019,0.231,0.695,0.207,0.021,Occlusion,False-Positive-Truck
45452858-fc69-4d63-828e-3bc61436b2e4,43.489,0.055,0.191,0.615,-0.058,0.263,0.815,0,-0.005,Performance-Issue,Ghost-Object
472ad62f-6fe4-446b-aa6e-5461385ac1fa,60.055,0.157,0.805,2.554,-0.032,0.418,1.249,0.08,-0.005,Left-Side-Missing,Missed-Detection-Traffic-Cone
4765024c-674a-4895-94c1-00a54a607f2c,60.197,-0.001,0.166,0.498,-0.031,0.262,0.793,0.012,0.008,Performance-Issue,Pose-Estimation-Yaw-Error
47e70d51-0373-477e-b70d-f51cf4d69ced,69.809,0.005,0.179,0.540,0.027,0.185,0.550,0.092,-0.011,Performance-Issue,False-Positive-Splash
492092fb-3d28-4a26-81d0-e05c1e540b3c,18.756,0.028,0.226,0.698,-0.092,0.338,1.071,-0.039,0.001,Left-Side-Missing,Missed-Detection-Unridden-Bike
4d0024d2-c373-454a-a44a-97c11506af91,60.296,0.055,0.384,1.183,-0.030,0.572,1.719,0.038,-0.025,Left-Side-Missing,Long-Range-Detection-Failure
4d8eff86-ce3e-4878-aa1d-9b406a3bf1ec,38.481,-0.053,0.127,0.440,0.014,0.293,0.842,0.006,-0.003,Left-Side-Missing,Missed-Detection-Pedestrian-Child
